,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
269,274,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",The Casting Director,neutral,neutral,26,4,5,18,"00:09:55,219","00:10:02,976"
270,275,Yes!! I knew it!!  Bye-bye! So long! Later!,Ross,joy,positive,26,5,5,18,"00:10:03,144","00:10:13,403"
271,276,Oh this is great! I might actually get to play Ben's dad!,Joey,joy,positive,26,6,5,18,"00:10:15,281","00:10:17,824"
277,282,"Yeah, it is.",Ross,neutral,neutral,26,12,5,18,"00:10:32,757","00:10:35,508"
279,284,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",Monica,sadness,negative,27,0,5,24,"00:20:18,592","00:20:24,805"
285,290,I think youve got concussion.,Emily,fear,negative,28,4,4,15,"00:19:30,085","00:19:34,839"
286,291,"No, no, Im serious. Thank you.",Ross,joy,positive,28,5,4,15,"00:19:35,007","00:19:37,592"
287,292,Youre welcome.  Im sorry. Did I hurt you?,Emily,fear,negative,28,6,4,15,"00:19:38,802","00:19:46,142"
288,293,"Its worth the pain.  Yknow what, you know what? Its not.",Ross,sadness,negative,28,7,4,15,"00:19:47,728","00:19:50,021"
290,295,"I do! Want a hint? huh? ""I do""  ""I do"".",Chandler,joy,positive,29,1,9,23,"00:08:26,839","00:08:31,426"
292,297,David is going to propose to Phoebe.,Chandler,joy,positive,29,3,9,23,"0:08:44,083","0:08:45,668"
293,298,What?  Why?,Monica,surprise,negative,29,4,9,23,"0:08:45,668","0:08:48,470"
302,308,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth,neutral,neutral,30,0,6,21,"00:04:19,342","00:04:23,262"
303,309,It-its great to meet you Paul.,Ross,joy,positive,30,1,6,21,"00:04:23,429","00:04:25,847"
304,310,I usually prefer Elizabeths boyfriends to address me as Mr. Stevens.,Paul,neutral,neutral,30,2,6,21,"00:04:26,015","00:04:29,476"
305,311,"Of course, of course, Mr. Stevens.",Ross,neutral,neutral,30,3,6,21,"00:04:30,812","00:04:33,021"
306,312,"So Ross, what your problem?",Paul,anger,negative,30,4,6,21,"00:04:33,189","00:04:37,901"
307,313,Eh-whExcuse me?,Ross,surprise,positive,30,5,6,21,"00:04:39,862","00:04:41,113"
308,314,Why cant you get a girlfriend your own age?,Paul,anger,negative,30,6,6,21,"00:04:41,281","00:04:43,282"
309,315,Thats funny. Umm.  Its not funny.,Ross,fear,negative,30,7,6,21,"00:04:43,992","00:04:52,374"
310,316,I,Paul,neutral,neutral,30,8,6,21,"00:04:49,706","00:04:52,374"
311,317,Okay.,Ross,neutral,neutral,30,9,6,21,"0:04:52,542","0:04:52,844"
312,318,"I can, I can see that.",Ross,neutral,neutral,30,10,6,21,"0:04:52,844","0:04:55,338"
313,319,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,fear,negative,30,11,6,21,"00:04:55,461","00:05:00,799"
314,320,Okay.,Paul,neutral,neutral,30,12,6,21,"0:05:00,967","0:05:01,779"
315,321,What?,Ross,neutral,neutral,30,13,6,21,"0:05:01,779","0:05:03,485"
316,322,Okay. Ill give you one chance to change my mind.  You got one minute.,Paul,anger,negative,30,14,6,21,"00:05:03,594","00:05:09,057"
317,323,Daddy!,Elizabeth,surprise,negative,30,15,6,21,"00:05:10,101","00:05:11,977"
318,324,"Oh well, its not on TV yet.",Joey,neutral,neutral,31,0,6,22,"00:04:32,563","00:04:35,774"
319,325,"Well, then its not on the wall yet.",The Dry Cleaner,neutral,neutral,31,1,6,22,"00:04:35,942","00:04:38,110"
321,327,"So umm, now do you have any of Matt Lauers clothes here? Maybe? Just ones that havent been cleaned yet?",Phoebe,neutral,neutral,31,3,6,22,"00:04:44,534","00:04:50,372"
322,329,Ooooohh!,Joey and Chandler,surprise,negative,32,0,1,12,"00:10:59,992","00:11:01,034"
323,330,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",Phoebe,neutral,neutral,32,1,1,12,"00:11:01,202","00:11:14,005"
324,331,Was it...?,Monica,surprise,negative,32,2,1,12,"00:11:18,386","00:11:19,487"
325,332,"Oh, boy scouts could have camped under there.",Phoebe,neutral,neutral,32,3,1,12,"00:11:19,595","00:11:22,097"
328,335,Oh!,Monica,surprise,positive,32,6,1,12,"0:11:26,936","0:11:28,021"
329,336,The actress!,Ross,surprise,positive,32,7,1,12,"0:11:28,021","0:11:28,166"
330,337,Thanks Rach.,Ross,neutral,neutral,32,8,1,12,"00:11:31,023","00:11:32,732"
331,338,So what are you gonna do?,Chandler,surprise,negative,32,9,1,12,"0:11:34,652","0:11:35,824"
332,339,You have to tell her!,Ross,joy,positive,32,10,1,12,"0:11:35,824","0:11:36,658"
333,340,You have to tell her!,Ross,joy,positive,32,11,1,12,"00:11:36,779","00:11:39,531"
334,341,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",Ross,anger,negative,32,12,1,12,"00:11:36,779","00:11:43,076"
335,342,Guys?,Ross,anger,negative,32,13,1,12,"0:11:39,699","0:11:40,033"
336,343,Guys?,Ross,anger,negative,32,14,1,12,"0:11:40,033","0:11:43,147"
337,344,"Oh, yeah, you have to tell her.",Chandler,neutral,neutral,32,15,1,12,"00:11:43,244","00:11:45,120"
338,345,Feminist issue. That's where I went!,Joey,neutral,neutral,32,16,1,12,"00:11:45,287","00:11:46,788"
339,346,She is gonna hate me.,Phoebe,fear,negative,32,17,1,12,"00:11:48,833","00:11:50,083"
340,347,"Yeah, well...",Ross,neutral,neutral,32,18,1,12,"00:11:50,251","00:11:51,251"
341,328,Will you marry me?,Chandler,fear,negative,33,0,6,24,"00:03:44,724","00:03:49,102"
342,329,Its the big night! We wanted to wish you good luck!,Joey,joy,positive,33,1,6,24,"00:04:01,741","00:04:03,951"
343,330,"Yeah, yeah you have the ring?",Ross,neutral,neutral,33,2,6,24,"00:04:04,118","00:04:06,286"
344,331,"Yeah, right here in my pocket.  Pheebs?",Chandler,neutral,neutral,33,3,6,24,"00:04:04,118","00:04:13,085"
345,332,Oh! Oop!,Phoebe,surprise,positive,33,4,6,24,"00:04:11,459","00:04:13,085"
346,333,"Okay, now will you guys get out of here? I want this is to be a surprise and shes gonna know.",Chandler,neutral,neutral,33,5,6,24,"00:04:15,713","00:04:19,508"
347,334,Yeah-yeah you guys. Get out of here!,Ross,neutral,neutral,33,6,6,24,"00:04:19,676","00:04:22,302"
348,335,Hi guys.,Monica,neutral,neutral,33,7,6,24,"00:04:23,805","00:04:26,306"
349,336,You are beautiful.,Chandler,joy,positive,33,8,6,24,"00:04:28,142","00:04:32,020"
350,337,"Oh, thank you!   Whats going on?",Monica,joy,positive,33,9,6,24,"00:04:37,402","00:04:44,616"
351,338,Were just reallyvery excited about this charity event that we have to go to.,Rachel,neutral,neutral,33,10,6,24,"00:04:39,570","00:04:44,616"
352,339,"Okay umm, Ross?",Rachel,neutral,neutral,34,0,5,23,"00:14:24,321","00:14:25,500"
353,340,"I'm-I'm really warm, so I'm going to be taking off my sweater.",Rachel,neutral,neutral,34,1,5,23,"00:14:24,321","00:14:28,992"
354,341,"Now, I'm just letting you know that this is",Rachel,neutral,neutral,34,2,5,23,"00:14:29,201","00:14:32,500"
355,342,Yep! That's hilarious!,Ross,joy,positive,34,3,5,23,"00:14:37,918","00:14:40,086"
356,343,I'm sorry. I'm done. I'm done.,Rachel,neutral,neutral,34,4,5,23,"00:14:40,921","00:14:42,922"
357,344,"Y'know, last night was embarrassing for you too.",Ross,neutral,neutral,34,5,5,23,"00:14:43,132","00:14:46,259"
358,345,"No, not really. I mean you've seen me naked hundreds of times.",Rachel,neutral,neutral,34,6,5,23,"00:14:46,468","00:14:48,386"
359,346,Uh-huh. But it was a first for the rest of my building.,Ross,neutral,neutral,34,7,5,23,"00:14:48,386","00:14:49,386"
360,347,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",Rachel,neutral,neutral,34,8,5,23,"00:14:48,596","00:14:51,389"
361,348,What?! You totally get embarrassed!,Ross,surprise,positive,34,9,5,23,"00:14:51,599","00:14:53,725"
362,349,"No, I don't! Ross, I think I'm just a more secure person than you are.",Rachel,neutral,neutral,34,10,5,23,"00:14:53,934","00:14:58,521"
363,350,Is that so?,Ross,neutral,neutral,34,11,5,23,"0:14:58,731","0:14:59,732"
364,351,Yeah.,Rachel,neutral,neutral,34,12,5,23,"0:14:59,732","0:15:00,469"
365,352,Hey lady! I don't care how much you want it! Okay?! I am,Ross,disgust,negative,34,13,5,23,"00:15:02,234","00:15:06,029"
366,353,I cant believe it!,Phoebe,surprise,positive,35,0,7,9,"0:21:24,783","0:21:26,494"
367,354,I did it!,Phoebe,joy,positive,35,1,7,9,"0:21:26,494","0:21:27,676"
368,355,I rode a bike!,Phoebe,joy,positive,35,2,7,9,"0:21:27,676","0:21:28,010"
369,356,I never thought Id be able to do that!,Phoebe,joy,positive,35,3,7,9,"0:21:28,120","0:21:30,342"
370,357,Thank you Ross.,Phoebe,joy,positive,35,4,7,9,"0:21:30,342","0:21:31,300"
371,358,"Oh hey, dont thank me, thank yourself. Youre the one who faced her fears and ultimately overcame them.",Ross,joy,positive,35,5,7,9,"00:21:31,456","00:21:37,837"
372,362,"Hey, both you guys should be up there with me.",Ross,neutral,neutral,36,0,4,22,"00:21:05,681","00:21:08,724"
373,363,"I mean, you two are-are my I mean, Im lucky to have just one good",Ross,neutral,neutral,36,1,4,22,"00:21:08,892","00:21:15,356"
377,367,Total wuss!,Ross,sadness,negative,36,5,4,22,"0:21:28,999","0:21:30,933"
379,392,Wow! This looks great!,Joey,joy,positive,37,1,7,19,"00:15:47,529","00:15:48,905"
381,394,And-and-and-and-and the toothpicks?,Joey,disgust,negative,37,3,7,19,"00:15:54,078","00:15:56,871"
384,397,Okay!,Monica,joy,positive,38,2,8,2,"0:20:25,660","0:20:26,370"
385,398,"Well, Im gonna go get these  in some water.",Ross,neutral,neutral,38,3,8,2,"0:20:32,522","0:20:34,983"
386,399,Wait you stole those from these peoples wedding?,Phoebe,surprise,negative,38,4,8,2,"0:20:34,983","0:20:37,385"
387,400,"No-no, I took them from the hotel lobby.",Ross,neutral,neutral,38,5,8,2,"00:20:37,611","00:20:41,989"
388,401,"Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.",Ross,anger,negative,38,6,8,2,"00:20:37,611","00:20:45,743"
389,402,Hey!,Ross,surprise,positive,38,7,8,2,"0:20:49,081","0:20:49,582"
390,403,My sweater!,Ross,surprise,positive,38,8,8,2,"0:20:49,582","0:20:51,192"
391,404,Ive been looking for this for like a month!,Ross,surprise,positive,38,9,8,2,"00:20:54,002","00:20:57,004"
392,405,Oh my God!!,Phoebe,surprise,negative,38,10,8,2,"00:21:01,843","00:21:03,719"
393,406,Oh my God!,Joey,surprise,negative,38,11,8,2,"00:21:10,811","00:21:12,395"
394,407,Happy?! Is that what Im supposed to be Vic? Happy?,Kate,anger,negative,39,0,3,19,"00:11:00,868","00:11:03,912"
395,408,"Well, why dont you tell me what youre supposed to be!",Joey,anger,negative,39,1,3,19,"0:11:05,623","0:11:07,515"
396,409,Huh?,Joey,surprise,negative,39,2,3,19,"0:11:07,515","0:11:08,269"
397,410,Because I sure as hell cant figure it out!,Joey,anger,negative,39,3,3,19,"00:11:08,376","00:11:10,835"
398,411,I talk to you and nothin.,Joey,anger,negative,39,4,3,19,"00:11:11,003","00:11:13,421"
399,412,"You look at me, and its nothin.",Joey,anger,negative,39,5,3,19,"0:11:13,589","0:11:15,258"
400,413,Nothing.,Joey,anger,negative,39,6,3,19,"0:11:15,258","0:11:16,114"
401,414,"Tasty! Im really starting to feel like you guys have a history, its-its nice.",The Director,joy,positive,39,7,3,19,"00:11:23,057","00:11:30,021"
402,415,I have a question about this scene.,Kate,neutral,neutral,39,8,3,19,"0:11:30,189","0:11:31,941"
403,416,Yes?,The Director,neutral,neutral,39,9,3,19,"0:11:31,941","0:11:32,589"
404,417,"Well, I dont understand why Adriennes attracted to Victor.",Kate,disgust,negative,39,10,3,19,"00:11:32,692","00:11:37,112"
405,418,"Peel the onion. First of all, hes good looking.",The Director,neutral,neutral,39,11,3,19,"00:11:37,279","00:11:43,743"
406,419,Yeah.,Joey,neutral,neutral,39,12,3,19,"00:11:42,535","00:11:43,743"
407,420,I think my characters gonna need a little bit more of reason than that.,Kate,neutral,neutral,39,13,3,19,"00:11:43,911","00:11:46,955"
408,421,"Oh, hey, how about this one.",Joey,neutral,neutral,39,14,3,19,"00:11:47,123","00:11:50,375"
409,422,"Ah, its says so in the script!",Joey,anger,negative,39,15,3,19,"00:11:47,123","00:11:59,467"
410,423,"Y'know ah, I-I dont know why my character likes you either, I mean it says in the script here that youre a bitch.",Joey,anger,negative,39,16,3,19,"00:11:53,295","00:12:02,929"
411,424,It doesnt say that in the script.,Kate,anger,negative,39,17,3,19,"0:12:00,177","0:12:02,529"
412,425,It does in mine!,Joey,anger,negative,39,18,3,19,"0:12:02,529","0:12:02,973"
413,426,I cant,Phoebe,anger,negative,40,0,8,4,"00:04:36,859","00:04:40,237"
414,427,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,Joey,anger,negative,40,1,8,4,"00:04:40,405","00:04:43,532"
417,430,Do you still wanna call em? I wanna call em.,Monica,neutral,neutral,40,4,8,4,"0:04:52,417","0:04:54,879"
418,431,Lets call em.,Chandler,neutral,neutral,40,5,8,4,"0:04:54,879","0:04:55,020"
419,432,Yeah! Ask them if they brought their friends any souvenirs!,Joey,joy,positive,40,6,8,4,"00:04:55,169","00:04:57,421"
421,434,"Hey, hang up! You get food poisoning just talkin to that place.",Joey,disgust,negative,40,8,8,4,"00:05:06,681","00:05:10,726"
428,441,"Gotta go. I miss you too, I love you, but it's getting real late now",Mr. Tribbiani,sadness,negative,41,0,1,13,"00:04:41,281","00:04:49,162"
429,442,"Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me?  Did you know this isn't Ma?",Joey,surprise,negative,41,1,1,13,"00:04:45,493","00:04:56,503"
430,443,Her name's Ronni. She's a pet mortician.,Mr. Tribbiani,neutral,neutral,41,2,1,13,"00:05:05,680","00:05:09,891"
431,444,Sure. So how long you been...,Joey,neutral,neutral,41,3,1,13,"00:05:14,147","00:05:18,358"
432,445,"Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?",Mr. Tribbiani,neutral,neutral,41,4,1,13,"00:05:20,486","00:05:28,994"
433,446,Since then?!,Joey,surprise,negative,41,5,1,13,"0:05:25,158","0:05:26,076"
435,448,I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.,Mr. Tribbiani,neutral,neutral,41,7,1,13,"00:05:29,203","00:05:34,333"
436,449,...Joe.,Mr. Tribbiani,neutral,neutral,41,8,1,13,"0:05:37,003","0:05:37,462"
438,451,...I d'know.,Joey,neutral,neutral,41,10,1,13,"00:05:41,049","00:05:42,090"
441,454,"Joe, your dad's in love big time. And the worst part of it is, it's with two different women.",Mr. Tribbiani,neutral,neutral,41,13,1,13,"00:05:50,433","00:05:58,648"
443,456,"Of course, course one of 'em's Ma. What's the matter with you.",Mr. Tribbiani,surprise,negative,41,15,1,13,"00:05:58,900","00:06:01,818"
444,457,"Everythings gonna be all right. Okay, Dick?",Chandler,neutral,neutral,42,0,3,23,"00:21:57,691","00:22:03,237"
447,460,"Oh, great. Although I did sit down where there wasnt a chair.",Rachel,neutral,neutral,43,1,3,19,"00:21:35,752","00:21:40,381"
448,461,"By the way, Ross dropped by a box of your stuff.",Monica,neutral,neutral,43,2,3,19,"00:21:41,258","00:21:43,718"
449,462,"Oh, well, I guess I had that one coming.",Rachel,neutral,neutral,43,3,3,19,"00:21:43,927","00:21:47,221"
450,463,"Im just gonna throw it out, its probably just a bunch of shampoo and...",Rachel,neutral,neutral,43,4,3,19,"00:21:47,723","00:21:51,392"
451,464,Something wrong?,Monica,neutral,neutral,43,5,3,19,"00:21:52,936","00:21:54,145"
452,465,No. Nothing.,Rachel,neutral,neutral,43,6,3,19,"00:22:03,030","00:22:05,239"
453,466,"And then, and then you said that thing about, about bringing the Mesozoic era in the 21st century.",Charlie,neutral,neutral,44,0,9,23,"00:18:57,761","00:19:05,560"
454,467,"Yeah, that's it?",Ross,surprise,positive,44,1,9,23,"0:19:03,767","0:19:04,989"
456,471,"Dude, I am sorry about what I said!",Joey,sadness,negative,45,0,4,18,"00:16:58,976","00:17:01,936"
457,472,"No, no, youre right, it is a ridiculous name!",Chandler,disgust,negative,45,1,4,18,"00:17:02,104","00:17:05,106"
458,473,Its not that bad.,Joey,neutral,neutral,45,2,4,18,"00:17:05,983","00:17:08,609"
459,474,"Yes it is! From now on, I have no first name.",Chandler,anger,negative,45,3,4,18,"00:17:09,361","00:17:12,321"
460,475,"So, youre just Bing?",Joey,neutral,neutral,45,4,4,18,"00:17:13,198","00:17:16,451"
461,476,Because we won our apartment back!,Monica,joy,positive,46,0,4,19,"00:12:41,177","00:12:42,927"
462,477,"What? Ace is high! Jack, queen, king, ace!",Joey,surprise,negative,46,1,4,19,"00:12:43,095","00:12:46,264"
463,478,"No! Ace is low! Ace, two, three, four!",Monica,anger,negative,46,2,4,19,"00:12:46,432","00:12:49,184"
464,479,I dont know. Ooh! Ooh! Look it!  Ah-ha!,Phoebe,surprise,positive,46,3,4,19,"00:12:56,942","00:13:04,073"
465,480,"All right, cut, lets pick again, pick again.",Rachel,neutral,neutral,46,4,4,19,"0:13:06,577","0:13:08,259"
466,481,Okay.,Joey,neutral,neutral,46,5,4,19,"0:13:08,259","0:13:09,309"
467,482,Come on apartment! Come on apartment!  Oh! I know queen is high!,Rachel,anger,negative,46,6,4,19,"00:13:11,332","00:13:19,589"
468,483,"Uh-huh, not as high as It worked! King!",Joey,surprise,positive,46,7,4,19,"00:13:19,757","00:13:23,802"
469,484,Yeah baby!,Chandler,joy,positive,46,8,4,19,"00:13:23,969","00:13:26,596"
470,485,"But, we pick again! We pick again!",Monica,joy,positive,46,9,4,19,"00:13:27,223","00:13:28,932"
471,486,Why?!,Joey,neutral,neutral,46,10,4,19,"0:13:29,099","0:13:29,767"
472,487,I dont know!,Monica,fear,negative,46,11,4,19,"0:13:29,767","0:13:30,673"
473,488,Tickets please!  Thats courtside baby!,Chandler,joy,positive,46,12,4,19,"00:13:32,561","00:13:39,317"
474,489,"Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!",Joey,surprise,negative,46,13,4,19,"00:13:39,485","00:13:49,619"
475,490,No they didnt!,Chandler,joy,positive,46,14,4,19,"00:13:48,285","00:13:49,619"
476,491,"You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil?",Chandler,neutral,neutral,47,0,2,6,"00:06:09,327","00:06:13,747"
477,492,It's gonna be worth it.,Joey,neutral,neutral,47,1,2,6,"00:06:13,956","00:06:15,999"
483,498,"No, no wait, for get them, we got one, hard left.",Joey,joy,positive,47,7,2,6,"00:06:28,346","00:06:31,765"
484,499,"All right, gimme the baby.",Joey,neutral,neutral,47,8,2,6,"0:06:31,933","0:06:32,775"
485,500,"No, I got him.",Chandler,neutral,neutral,47,9,2,6,"0:06:32,775","0:06:33,769"
486,502,"Oh, seriously you want him?",Chandler,surprise,positive,47,11,2,6,"00:06:35,353","00:06:37,229"
487,503,Hello.,Joey,neutral,neutral,47,12,2,6,"00:06:37,814","00:06:39,314"
488,504,"Well, don't, don't think me immodest, but, me?",Chandler,surprise,positive,47,13,2,6,"00:06:43,820","00:06:48,281"
489,505,You wanna smell him?,Joey,neutral,neutral,47,14,2,6,"00:06:49,700","00:06:50,784"
490,506,"Oh, yeah. He's got that great baby smell. Get a whiff of his head.",Joey,joy,positive,47,15,2,6,"00:06:55,832","00:06:59,126"
491,507,What'd I tell you? What'd I tell you?,Joey,joy,positive,47,16,2,6,"00:07:04,298","00:07:05,674"
492,508,"Well, we are great guys.",Chandler,neutral,neutral,47,17,2,6,"00:07:07,552","00:07:09,928"
493,509,Bye.,Rachel,neutral,neutral,48,0,1,15,"00:08:50,029","00:08:52,155"
494,510,"Well, not really.",Ross,neutral,neutral,49,0,6,18,"00:12:56,692","00:12:57,859"
